Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9169055,2019-06-05 16:31:31,2019-05-31 20:32:14,664884,79786080,0,120,44,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/008954/SRR9169055,SRX5944119,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854889,SAMN11915655,simple,10090,Mus musculus,GSM3838770,,,,,,,no,,,,,GEO,SRA892854,,public,5D68A9602FB86C1CF5A07E0D0889C857,0FAFB2D5D4C9CD3350478DE188BCC951
SRR9169056,2019-06-05 16:31:32,2019-05-31 20:32:01,713342,85601040,0,120,47,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/008954/SRR9169056,SRX5944120,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854890,SAMN11915654,simple,10090,Mus musculus,GSM3838771,,,,,,,no,,,,,GEO,SRA892854,,public,D51340EE06153E4EF2E27338285DD8AC,4B1A1BA57735838095AF31E7ABE10C78
SRR9169057,2019-06-05 16:31:32,2019-05-31 20:30:36,434849,52181880,0,120,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169057/SRR9169057.1,SRX5944121,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854891,SAMN11915653,simple,10090,Mus musculus,GSM3838772,,,,,,,no,,,,,GEO,SRA892854,,public,3B75EFA1766D871AFD05B4B9ED0CD070,24A34F5CD4A24770930FC659C97B17F9
SRR9169058,2019-06-05 16:31:32,2019-05-31 20:33:21,774623,92954760,0,120,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169058/SRR9169058.1,SRX5944122,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854892,SAMN11915652,simple,10090,Mus musculus,GSM3838773,,,,,,,no,,,,,GEO,SRA892854,,public,EAD167EA2C8F3DB1B02171159473091B,C6452297368170ACB5506CA0EBE11651
SRR9169059,2019-06-05 16:31:32,2019-05-31 20:30:01,334911,40189320,0,120,22,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008954/SRR9169059,SRX5944123,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854893,SAMN11915651,simple,10090,Mus musculus,GSM3838774,,,,,,,no,,,,,GEO,SRA892854,,public,3594D6862FD9B80835A33D8B0532CC23,C8D55E9DCE205183A13A813C134C9204
SRR9169060,2019-06-05 16:31:32,2019-05-31 20:34:40,796755,95610600,0,120,53,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/008954/SRR9169060,SRX5944124,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854894,SAMN11915650,simple,10090,Mus musculus,GSM3838775,,,,,,,no,,,,,GEO,SRA892854,,public,C6A8C8314C6C82D4DD1491D6B9F6C1A7,832ED1390B7E33217C6088E450D24DBE
SRR9169061,2019-06-05 16:31:32,2019-05-31 20:31:17,552811,66337320,0,120,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169061/SRR9169061.1,SRX5944125,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854895,SAMN11915649,simple,10090,Mus musculus,GSM3838776,,,,,,,no,,,,,GEO,SRA892854,,public,DABA2FEA0D163D4BC8E12962591FC1E3,4A20C1FF8D4DE650AE6B41DF1EBB96E4
SRR9169062,2019-06-05 16:31:32,2019-05-31 20:33:45,796866,95623920,0,120,52,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/008954/SRR9169062,SRX5944126,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854896,SAMN11915648,simple,10090,Mus musculus,GSM3838777,,,,,,,no,,,,,GEO,SRA892854,,public,18E3101BC779ED4196800CAB63B2D9D8,D96070EFBDFB4A424588B1DD703DCFD3
SRR9169063,2019-06-05 16:31:32,2019-05-31 20:34:15,617580,74109600,0,120,40,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/008954/SRR9169063,SRX5944127,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854897,SAMN11915647,simple,10090,Mus musculus,GSM3838778,,,,,,,no,,,,,GEO,SRA892854,,public,879F65B988033E2B3B5F2FD329EFC605,8AE2CC0F22758ADECE471924F4E61CBC
SRR9169064,2019-06-05 16:31:32,2019-05-31 20:33:48,788018,94562160,0,120,52,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008954/SRR9169064,SRX5944128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854898,SAMN11915889,simple,10090,Mus musculus,GSM3838779,,,,,,,no,,,,,GEO,SRA892854,,public,9A1AA2EB9C05DE1ECF3FDB577E82AC31,EEF1D9D6F2EAC41A62DBD6DEB2B76CAC
SRR9169065,2019-06-05 16:31:32,2019-05-31 20:34:20,832625,99915000,0,120,54,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008954/SRR9169065,SRX5944129,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854899,SAMN11915888,simple,10090,Mus musculus,GSM3838780,,,,,,,no,,,,,GEO,SRA892854,,public,5FFE379EDBD03725E1772FD0A95D7484,631CD06D5613C9EF398F4887298401D4
SRR9169066,2019-06-05 16:31:32,2019-05-31 20:36:54,882368,105884160,0,120,58,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169066/SRR9169066.1,SRX5944130,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854900,SAMN11915887,simple,10090,Mus musculus,GSM3838781,,,,,,,no,,,,,GEO,SRA892854,,public,7AD854AF5EE7779C4A85F6B3B3CD60BD,7FC2E848861E4B1029994EBDE4E75788
SRR9169067,2019-06-05 16:31:32,2019-05-31 20:31:03,183922,22070640,0,120,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008954/SRR9169067,SRX5944131,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854901,SAMN11915886,simple,10090,Mus musculus,GSM3838782,,,,,,,no,,,,,GEO,SRA892854,,public,73266E19F7DC42081BB873FA6C52308A,DB2078DDAEFD357187C41596FA471E94
SRR9169068,2019-06-05 16:31:32,2019-05-31 20:36:26,799103,95892360,0,120,52,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008954/SRR9169068,SRX5944132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854903,SAMN11915885,simple,10090,Mus musculus,GSM3838783,,,,,,,no,,,,,GEO,SRA892854,,public,5A4F4BE01D6F8C4E03474509DB843458,F87083B06933C9BC7D9408D5E21661F8
SRR9169069,2019-06-05 16:31:32,2019-05-31 20:35:50,719425,86331000,0,120,47,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008954/SRR9169069,SRX5944133,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854902,SAMN11915884,simple,10090,Mus musculus,GSM3838784,,,,,,,no,,,,,GEO,SRA892854,,public,94C18C11751BA235C130C2BD50C0D48E,61D7D0219A83D3AE5022890DC4FCE1F9
SRR9169294,2019-06-05 16:31:32,2019-05-31 20:35:00,702415,84289800,0,120,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169294/SRR9169294.1,SRX5944134,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854904,SAMN11915883,simple,10090,Mus musculus,GSM3838785,,,,,,,no,,,,,GEO,SRA892854,,public,72802847A9F3B8EC1A8BA53575B0DC6D,F59D55D9C1F167317D73C6ABA6DD2928
SRR9169295,2019-06-05 16:31:32,2019-05-31 20:34:24,553192,66383040,0,120,36,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008954/SRR9169295,SRX5944135,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854905,SAMN11915882,simple,10090,Mus musculus,GSM3838786,,,,,,,no,,,,,GEO,SRA892854,,public,B67FF2EAD3D6F6753008E3D11CF43523,75A5C590BF3FB549A4D49317C666852A
SRR9169296,2019-06-05 16:31:32,2019-05-31 20:31:10,175185,21022200,0,120,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169296/SRR9169296.1,SRX5944136,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854906,SAMN11915925,simple,10090,Mus musculus,GSM3838787,,,,,,,no,,,,,GEO,SRA892854,,public,40DFCA28B48A54CFB6ECEB93B2BCA8E6,EB28C6C3B10F334DCB8C00E4E41A2C72
SRR9169297,2019-06-05 16:31:32,2019-05-31 20:34:53,793691,95242920,0,120,52,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169297/SRR9169297.1,SRX5944137,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854907,SAMN11915924,simple,10090,Mus musculus,GSM3838788,,,,,,,no,,,,,GEO,SRA892854,,public,5D488BD30D6E95BCBE86A6B3AF733E7B,F235C159E4DE1AAA6E24A273345EA749
